topo_num,flow_num,mean,min,p25,p50,p75,p95,p99,p99.9,p99.99,p99.999
61,6,595.211250411783,43.95,509.1065,614.538,715.8815,864.15,972.2174999999996,1089.6124300000008,1208.1077679999971,1393.5356607003234
61,7,477.3361589233723,33.413,481.825,522.088,555.412,600.85,631.712,665.712,694.0284055999816,727.4978102213256
61,8,661.354925900993,70.4,571.45,679.588,784.7,941.9052,1055.8890000000004,1185.7838000000029,1291.497070399995,1356.2696860000128
61,9,477.1448124137544,37.125,480.962,521.937,555.763,601.887,633.175,667.525,695.6868979999945,722.2849860503403
61,10,157.25502354991144,31.375,126.612,154.737,184.687,230.9,266.438,312.088,351.8297855999954,385.49248500000687
61,11,81.4203500511453,17.45,61.312,77.05,97.5,133.1,161.837,199.337,250.66051559999585,337.025
61,12,158.6180980823848,40.175,123.212,154.75,190.512,243.813,282.3150000000001,339.4140400000021,393.03614599999366,427.2708354
61,13,88.55168444473816,21.987,60.525,85.425,111.875,154.8428,182.85,213.20259200000015,242.27699999998367,258.4259320000012
61,14,593.4813416223876,27.025,526.813,608.812,689.313,885.5795999999998,1055.7387199999991,1273.0778000000034,1364.0902127999952,1397.8027352800389
61,15,114.91079092612014,30.962,93.125,110.137,132.9,170.862,195.35,225.037,258.33791809999946,311.8486650302336
61,16,590.9428674202285,22.875,523.863,607.262,694.2,879.4649999999998,1024.45536,1146.40556800001,1230.4531967999878,1278.9115600000853
61,17,314.8374555168768,45.45,223.06275,304.7375,395.575,533.0565500000001,637.7098799999995,760.906806000008,838.2390455999875,889.4924008100829
61,18,156.60945042474464,32.438,125.95,154.113,184.013,230.187,265.775,311.40674700000415,350.47802279999485,386.3723020600137
61,19,157.48169479246943,36.512,122.325,154.15,188.863,242.07859999999997,279.24814000000003,327.32598200000024,371.2220799999947,460.82323468035054
61,20,122.01599629160978,35.025,99.938,119.737,142.1,173.213,193.963,220.413,252.4577579999864,318.8686245499253
61,21,476.892580366468,35.188,480.7,521.55,555.412,601.55,632.75,666.487,694.7014249999543,727.6456412500004
61,22,361.0376498894621,23.475,379.825,408.325,430.972,461.5695999999999,482.9727499999999,507.49959100000143,526.6562016999952,554.4941658399941
61,23,155.14382294298238,32.012,124.45,152.625,182.625,228.825,264.4,310.12117200000955,350.677202499995,388.6619587800205
61,24,51.75024199907492,21.6,40.437,49.75,60.55,78.825,98.437,126.08300000000044,162.60999999999186,182.56485200001688
61,25,262.702239030837,38.3,177.909,254.475,336.125,459.8762499999999,548.93713,649.7465870000033,727.7907774999566,806.4009417602443
61,26,88.15530829551963,21.35,60.262,85.144,111.525,153.69160000000002,182.20039,215.256286000001,234.9377224999952,248.88839275005685
62,0,98.86516430130987,28.538,74.412,95.35,120.987,157.137,178.4,199.9624280000003,220.6705599999875,253.3794979999652
62,1,69.69747861887839,17.962,48.1,62.475,83.75,130.35,164.363,207.037,245.81231999993324,355.9829084601251
62,2,100.48644574580848,28.55,79.825,97.587,118.937,152.587,173.7,196.15,217.04829049999827,253.71085624998668
62,3,2950.7726830196866,1910.362,2881.888,2952.713,3024.537,3116.287,3175.162,3241.429862000001,3303.6133287999965,3354.926029619993
62,4,1363.214453275678,107.4,982.3375,1322.687,1787.8249999999998,2309.944,2484.6991000000003,2800.918510000002,2919.197499999758,3134.8580825999684
62,5,133.54574560228755,41.813,103.525,131.794,159.662,201.763,234.80585,273.7653750000015,304.3627314999926,348.2625931499994
62,6,1352.7372844277263,98.038,967.725,1304.937,1785.4,2316.973,2480.002,2802.683600000004,2895.434569599999,3115.594052479896
62,7,270.4077341907242,18.6,164.41875000000002,265.2875,343.3,512.7517499999999,645.1775399999997,730.0648500000044,785.3568728999858,862.2130115399885
62,8,1332.608909798104,78.937,929.79375,1295.713,1782.2625,2285.662,2453.759,2781.670625000011,2867.612597499979,2965.693956250273
62,9,2869.8249285378897,2063.85,2810.125,2871.55,2935.1625,3020.313,3071.187,3124.9209700000056,3182.582224999985,4525.534894999722
62,10,14160.56492092206,2067.963,2947.425,3020.25,3093.062,3195.4448,534919.7397600012,1239259.1305760113,1337844.8655599903,1343632.3323577628
62,11,3021.187343701718,2090.1,2952.962,3024.4,3095.925,3183.037,3236.1446,3298.075,3347.499399999981,3380.467602800003
62,12,2969.589555694152,2035.862,2902.612,2971.575,3042.025,3130.013,3182.816,3239.521800000006,3287.1793999999686,3339.9716879999846
62,13,2904.3972823236413,2088.062,2844.625,2905.887,2969.563,3055.35,3107.237,3161.394720000006,3211.7013999999963,3266.3976127999927
62,14,2921.603301176424,1936.013,2851.475,2923.362,2995.737,3089.263,3149.837,3219.5124940000014,3288.400746199935,3880.49319549994
62,15,2853.317644873089,2029.263,2796.566,2854.731,2918.775,2990.11295,3028.912,3069.5367750000028,3124.716876299994,3156.79157588
62,16,71.24302223758117,18.35,49.075,64.062,86.337,132.188,166.113,208.4811200000085,248.8943874999997,349.1422856500204
62,17,11281.2320400168,18.475,168.447,272.3315,350.763,573.3842500000001,525211.8222000026,1218646.2981250002,1326533.8200624995,1336078.5836151915
62,18,6810.606536001447,18.7,30.862,37.2,46.85,63.462,114498.6534999996,1192317.2481500185,1326204.890775295,1337462.6420660112
62,19,1360.827797185086,95.875,961.338,1326.863,1801.113,2335.1249999999995,2499.687,2811.3111000000026,2906.657097599894,3156.575826120188
62,20,2921.2222766428167,1908.2,2866.287,2923.938,2986.288,3052.063,3087.8,3130.712,3196.776288299967,3262.4052477500404
62,21,2891.673254634089,2105.737,2831.038,2893.213,2957.712,3045.225,3098.1,3152.9963760000096,3202.938,3251.984923760004
62,22,270.5676518317504,19.0,163.912,264.863,343.525,516.3465999999995,648.87838,721.872600000001,785.008893799992,921.6244151201852
62,23,2950.444915373697,1912.025,2881.487,2952.263,3023.963,3116.275,3174.8984399999986,3241.447444000002,3299.4420124999306,3355.7891660000087
62,24,100.16144808033816,28.35,79.463,97.35,118.688,152.262,173.388,195.36238400000008,215.962959999999,257.77088192012064
62,25,14106.921331154015,2057.263,2896.97825,2969.031,3041.85,3141.52775,543682.4380000001,1260998.8344000033,1334500.9689649756,1342386.5918125066
62,26,39.8848113480565,19.475,30.144,37.8,47.65,59.883399999999966,67.98714,82.20868600000071,93.96812819999994,96.91391432000768
62,27,3006.048405281802,1970.113,2935.175,3007.725,3081.425,3177.785,3240.762,3312.2870240000057,3375.7281999999977,3477.928457760349
62,28,272.8851631087633,19.312,164.975,266.775,344.916,524.34375,652.14075,720.5607500000032,765.4474374999998,1200.507018750166
62,29,106.84584514810662,24.912,76.438,104.612,132.997,175.45554999999976,211.97575,254.9674860000031,292.06364249994886,818.7174050007895
62,30,2904.277874170383,2085.962,2844.612,2905.825,2969.463,3055.225,3106.6,3160.113,3211.662209499965,3269.084922500001
62,31,2888.9212232844598,2093.275,2828.125,2890.6,2955.075,3042.86265,3095.775,3150.587533000001,3200.184704599941,3255.6076512101545
63,0,84.2839000857874,15.075,62.525,79.887,102.675,135.825,157.149,191.962,235.747399199903,263.66174654006954
63,1,133.3572913628052,35.137,76.199,103.274,179.475,286.26739999999984,349.4399999999993,415.018708,456.758109999985,512.8589539999598
63,2,84.47593089768502,17.687,60.012,80.512,106.924,139.099,157.824,183.499,217.88330619997527,248.8260673700348
63,3,82.79744523260997,17.099,49.1,71.424,107.165,170.499,204.824,240.30565400000384,283.44169419997746,548.0677587095737
